
INSERT_UPDATE Order;code[unique=true];user(uid);date[dateformat=dd.MM.yyyy HH:mm];currency(isocode);net;deliveryMode(code[default='premium-gross']);paymentMode(code);Discounts(code);calculated;site(uid);store(uid);status(code)
,8796093448237,, column 10: could not resolve item for pedra, column 11: could not resolve item for pedra;<ignore>acceptanceTestOrder12;<ignore>acceptanceuser@test.com;<ignore>17.04.2011 15:34;<ignore>USD;<ignore>false;<ignore>;<ignore>advance;<ignore>;<ignore>false;pedra;pedra;<ignore>CREATED

INSERT_UPDATE OrderEntry;order(code)[unique=true];product(code,catalogVersion(catalog(id),version))[unique=true];quantity;calculated;unit(code);entryNumber
,,error finding existing item : column='product' value='0100:pedraProductCatalog:Online', , column 2: could not resolve item for 0100:pedraProductCatalog:Online;acceptanceTestOrder1;0100:pedraProductCatalog:Online;4;false;pieces;0
,,error finding existing item : column='product' value='0202:pedraProductCatalog:Online', , column 2: could not resolve item for 0202:pedraProductCatalog:Online;acceptanceTestOrder1;0202:pedraProductCatalog:Online;1;false;pieces;1
,,error finding existing item : column='product' value='0050:pedraProductCatalog:Online', , column 2: could not resolve item for 0050:pedraProductCatalog:Online;acceptanceTestOrder1;0050:pedraProductCatalog:Online;2;false;pieces;2
,,error finding existing item : column='product' value='0100:pedraProductCatalog:Online', , column 2: could not resolve item for 0100:pedraProductCatalog:Online;acceptanceTestOrder2;0100:pedraProductCatalog:Online;3;false;pieces;0
,,error finding existing item : column='product' value='0202:pedraProductCatalog:Online', , column 2: could not resolve item for 0202:pedraProductCatalog:Online;acceptanceTestOrder2;0202:pedraProductCatalog:Online;1;false;pieces;1
,,error finding existing item : column='product' value='0050:pedraProductCatalog:Online', , column 2: could not resolve item for 0050:pedraProductCatalog:Online;acceptanceTestOrder2;0050:pedraProductCatalog:Online;2;false;pieces;2
,,error finding existing item : column='product' value='0100:pedraProductCatalog:Online', , column 2: could not resolve item for 0100:pedraProductCatalog:Online;acceptanceTestOrder3;0100:pedraProductCatalog:Online;2;false;pieces;0
,,error finding existing item : column='product' value='0202:pedraProductCatalog:Online', , column 2: could not resolve item for 0202:pedraProductCatalog:Online;acceptanceTestOrder3;0202:pedraProductCatalog:Online;1;false;pieces;1
,,error finding existing item : column='product' value='0050:pedraProductCatalog:Online', , column 2: could not resolve item for 0050:pedraProductCatalog:Online;acceptanceTestOrder3;0050:pedraProductCatalog:Online;2;false;pieces;2
,,error finding existing item : column='product' value='0100:pedraProductCatalog:Online', , column 2: could not resolve item for 0100:pedraProductCatalog:Online;acceptanceTestOrder4;0100:pedraProductCatalog:Online;4;false;pieces;0
,,error finding existing item : column='product' value='0202:pedraProductCatalog:Online', , column 2: could not resolve item for 0202:pedraProductCatalog:Online;acceptanceTestOrder4;0202:pedraProductCatalog:Online;2;false;pieces;1
,,error finding existing item : column='product' value='0050:pedraProductCatalog:Online', , column 2: could not resolve item for 0050:pedraProductCatalog:Online;acceptanceTestOrder4;0050:pedraProductCatalog:Online;2;false;pieces;2
,,error finding existing item : column='product' value='0100:pedraProductCatalog:Online', , column 2: could not resolve item for 0100:pedraProductCatalog:Online;acceptanceTestOrder5;0100:pedraProductCatalog:Online;4;false;pieces;0
,,error finding existing item : column='product' value='0202:pedraProductCatalog:Online', , column 2: could not resolve item for 0202:pedraProductCatalog:Online;acceptanceTestOrder5;0202:pedraProductCatalog:Online;3;false;pieces;1
,,error finding existing item : column='product' value='0050:pedraProductCatalog:Online', , column 2: could not resolve item for 0050:pedraProductCatalog:Online;acceptanceTestOrder5;0050:pedraProductCatalog:Online;2;false;pieces;2
,,error finding existing item : column='product' value='0100:pedraProductCatalog:Online', , column 2: could not resolve item for 0100:pedraProductCatalog:Online;acceptanceTestOrder6;0100:pedraProductCatalog:Online;4;false;pieces;0
,,error finding existing item : column='product' value='0202:pedraProductCatalog:Online', , column 2: could not resolve item for 0202:pedraProductCatalog:Online;acceptanceTestOrder6;0202:pedraProductCatalog:Online;4;false;pieces;1
,,error finding existing item : column='product' value='0050:pedraProductCatalog:Online', , column 2: could not resolve item for 0050:pedraProductCatalog:Online;acceptanceTestOrder6;0050:pedraProductCatalog:Online;2;false;pieces;2
,,error finding existing item : column='product' value='0100:pedraProductCatalog:Online', , column 2: could not resolve item for 0100:pedraProductCatalog:Online;acceptanceTestOrder7;0100:pedraProductCatalog:Online;4;false;pieces;0
,,error finding existing item : column='product' value='0202:pedraProductCatalog:Online', , column 2: could not resolve item for 0202:pedraProductCatalog:Online;acceptanceTestOrder7;0202:pedraProductCatalog:Online;5;false;pieces;1
,,error finding existing item : column='product' value='0050:pedraProductCatalog:Online', , column 2: could not resolve item for 0050:pedraProductCatalog:Online;acceptanceTestOrder7;0050:pedraProductCatalog:Online;2;false;pieces;2
,,error finding existing item : column='product' value='0100:pedraProductCatalog:Online', , column 2: could not resolve item for 0100:pedraProductCatalog:Online;acceptanceTestOrder8;0100:pedraProductCatalog:Online;4;false;pieces;0
,,error finding existing item : column='product' value='0202:pedraProductCatalog:Online', , column 2: could not resolve item for 0202:pedraProductCatalog:Online;acceptanceTestOrder8;0202:pedraProductCatalog:Online;1;false;pieces;1
,,error finding existing item : column='product' value='0050:pedraProductCatalog:Online', , column 2: could not resolve item for 0050:pedraProductCatalog:Online;acceptanceTestOrder8;0050:pedraProductCatalog:Online;1;false;pieces;2
,,error finding existing item : column='product' value='0100:pedraProductCatalog:Online', , column 2: could not resolve item for 0100:pedraProductCatalog:Online;acceptanceTestOrder9;0100:pedraProductCatalog:Online;4;false;pieces;0
,,error finding existing item : column='product' value='0202:pedraProductCatalog:Online', , column 2: could not resolve item for 0202:pedraProductCatalog:Online;acceptanceTestOrder9;0202:pedraProductCatalog:Online;2;false;pieces;1
,,error finding existing item : column='product' value='0050:pedraProductCatalog:Online', , column 2: could not resolve item for 0050:pedraProductCatalog:Online;acceptanceTestOrder9;0050:pedraProductCatalog:Online;5;false;pieces;2
,,error finding existing item : column='product' value='0100:pedraProductCatalog:Online', , column 2: could not resolve item for 0100:pedraProductCatalog:Online;acceptanceTestOrder10;0100:pedraProductCatalog:Online;4;false;pieces;0
,,error finding existing item : column='product' value='0202:pedraProductCatalog:Online', , column 2: could not resolve item for 0202:pedraProductCatalog:Online;acceptanceTestOrder10;0202:pedraProductCatalog:Online;3;false;pieces;1
,,error finding existing item : column='product' value='0050:pedraProductCatalog:Online', , column 2: could not resolve item for 0050:pedraProductCatalog:Online;acceptanceTestOrder10;0050:pedraProductCatalog:Online;7;false;pieces;2
,,error finding existing item : column='product' value='0100:pedraProductCatalog:Online', , column 2: could not resolve item for 0100:pedraProductCatalog:Online;acceptanceTestOrder11;0100:pedraProductCatalog:Online;4;false;pieces;0
,,error finding existing item : column='product' value='0202:pedraProductCatalog:Online', , column 2: could not resolve item for 0202:pedraProductCatalog:Online;acceptanceTestOrder11;0202:pedraProductCatalog:Online;1;false;pieces;1
,,error finding existing item : column='product' value='0050:pedraProductCatalog:Online', , column 2: could not resolve item for 0050:pedraProductCatalog:Online;acceptanceTestOrder11;0050:pedraProductCatalog:Online;3;false;pieces;2
,,error finding existing item : column='product' value='0100:pedraProductCatalog:Online', , column 2: could not resolve item for 0100:pedraProductCatalog:Online;acceptanceTestOrder12;0100:pedraProductCatalog:Online;5;false;pieces;0
,,error finding existing item : column='product' value='0202:pedraProductCatalog:Online', , column 2: could not resolve item for 0202:pedraProductCatalog:Online;acceptanceTestOrder12;0202:pedraProductCatalog:Online;7;false;pieces;1
,,error finding existing item : column='product' value='0050:pedraProductCatalog:Online', , column 2: could not resolve item for 0050:pedraProductCatalog:Online;acceptanceTestOrder12;0050:pedraProductCatalog:Online;2;false;pieces;2
